Geneid,Reference_1,Reference_2,Test_1,Test_2
b2206,2.495244218,2.751122721,2.202988618,2.10896119
b2207,1.5359297,1.941934473,0.825125973,1.779275193
b2208,2.130053634,2.181727895,1.706474507,1.558771853
b4604,0,0,1.512001983,1.845873755
b2209,4.909754228,5.140337075,4.914719683,4.953561563
b2210,6.389357187,6.610804248,7.305757823,7.23330666
b2211,5.959244448,6.069955777,6.646720607,6.648886765
b2212,2.8914297,2.757662542,3.634875565,3.484587707
b2213,3.826384438,4.289322487,4.25377025,4.299599738
b2214,4.003575812,4.480041271,4.329074849,4.164014049
b2215,12.42767971,12.54131891,11.77350245,11.8351219
b2216,6.881339201,6.804615209,6.984183878,6.882667716
b2217,8.92358207,8.940280928,9.067709858,9.026139136
b2218,5.392408626,5.352007289,5.560039711,5.546645534
b2219,2.502512688,2.499414218,2.729265812,2.64903909
b2220,3.552759287,3.585912545,3.587861689,3.739388283
b2221,0.324412192,0,0.206192573,0.403672
b2222,0.824080644,0.822444225,0.70122664,0.729134517
b2223,0.914213016,0.812459349,0.621953773,0.720020606
b2224,1.572938739,1.180402619,1.443186248,1.621715243
b2225,2.004400701,1.838014538,2.377160357,2.541327523
b2226,1.735679392,1.956094209,1.415136584,1.526650683
b4500,1.474502385,1.270321463,1.398835826,1.584410934
b2229,1.523760941,1.380338857,0.725059,0.598913111
b2230,2.310114216,2.593320111,2.089743063,1.472152329
b2231,8.369156565,8.486852859,8.400154641,8.385231739
b2232,7.442602851,7.436942329,7.186791968,7.196425972
b2233,3.069445497,3.378063526,3.279843675,3.208201434
b4605,2.164425666,0,0,0
b2234,8.154290553,8.167658837,8.188813209,8.05961416
b2235,7.965320416,8.119426843,7.884712431,7.87960954
b2236,6.813167289,6.97230893,6.945275894,6.810300912
b2237,5.44722076,5.509922886,5.520653681,5.708635874
b2238,1.386947974,0,0.988545822,1.842095783
b2239,4.908199407,4.598318504,4.785397817,5.061676251
b2240,1.790902171,2.045696667,2.335579922,2.208782864
b2241,0.781052424,1.15594808,0.858302024,0.8907583
b2242,1.374162234,1.371851898,1.036304926,1.38624196
b2243,1.424607828,1.815592091,1.72649896,1.738353879
b2244,4.896843508,4.790711075,4.440430847,4.750897843
b4543,6.170041174,6.228019238,5.683243688,5.940661874
b2245,2.631878952,2.722371578,2.660199334,3.056898179
b2246,1.557744667,1.734066697,1.8815716,1.455425971
b2247,1.168384385,0.500580596,0.744771137,0.846989418
b2248,1.047921675,0.712693392,0.722873804,0.348672704
b2249,5.67715187,5.87259928,5.685542547,5.78615432
b2250,4.495152676,4.346661723,2.883262024,2.789384791
b2251,4.964290371,4.429567438,5.175920702,5.254922565
b2252,1.686143258,2.475762198,2.518524804,2.128449233
b2253,4.251416656,4.427529365,4.334589005,4.297958443
b2254,3.526584477,3.533904718,3.675098238,3.629583008
b2255,4.088996668,3.806457991,3.971892182,3.894475418
b2256,2.883506519,3.23593349,2.995265372,3.098940346
b2257,2.363615712,2.908100741,2.552924871,2.484716745
b4544,2.694455921,2.634757986,2.621474038,3.001446068
b2258,1.844751283,2.625344368,2.056078503,1.553838431
b2259,6.100612848,5.790039239,5.785925909,5.532878789
b2260,4.749020943,5.015982731,4.565981698,4.606669299
b2261,6.207748693,6.348982736,5.976940882,6.052081965
b2262,6.559666538,6.69503178,6.956903639,6.974362704
b2263,3.663781872,3.307040433,3.915685862,4.262368874
b2264,4.530466797,4.691911332,4.576507002,4.666982517
b2265,6.001775554,6.219727955,6.100016882,6.178654879
b2266,10.83600374,10.78133668,10.58145908,10.68474778
b2267,6.070817339,6.21111482,6.328653405,6.399192668
b2268,5.67470407,5.478740829,5.606253485,5.516374405
b2269,1.910240029,1.615250148,1.229419749,1.681560778
b2270,1.045591936,0.901843123,1.937166969,1.384287176
b2271,1.24850589,1.020965001,0.793755743,0.911437477
b2272,2.110038429,1.315435238,1.495174746,2.136791575
b2273,1.262421623,1.456370067,0.889403773,0.804371706
b2274,2.188079035,2.907688181,2.479077544,2.537933855
b2275,3.084515448,2.95898425,2.474887952,2.624985799
b2276,8.06264759,8.192078813,6.651876912,6.537749283
b2277,7.763864796,7.879096787,6.654386498,6.629464238
b2278,7.072506216,7.215262665,5.939881556,5.913328032
b2279,5.478574446,5.586499206,4.836272408,4.79940933
b2280,6.455359032,6.690680991,5.533988222,5.515420593
b2281,6.977266268,6.948643291,5.909096746,6.112713204
b2282,7.333966194,7.372401646,5.995600488,6.025281785
b2283,8.490136128,8.69414201,7.128435027,7.045390176
b2284,8.002900917,8.1393349,6.606705098,6.638541296
b2285,8.521170761,8.829087543,7.502588005,7.481760085
b2286,8.88581251,9.042979045,7.374495013,7.330734979
b2287,9.096499233,9.218053501,7.680795574,7.586009754
b2288,8.995602387,9.074062508,7.792486195,7.794767032
b2289,6.771455723,6.614059208,6.480636758,6.554765394
b2290,7.092461132,7.112469802,7.444606017,7.408504208
b2291,5.409931307,5.102176788,5.062916189,5.224609532
b2292,3.245196983,3.282861041,3.273395826,3.251743178
b2293,7.595032302,7.558340166,7.874134068,7.897298606
b2294,8.81977853,8.922016672,8.687047698,8.683625451
b2295,6.873052582,6.971641513,6.590735426,6.684647836
b2296,7.97634528,8.016889395,8.868207501,8.837372882
b2297,7.750934547,7.80775466,8.255013911,8.151634732
b2298,1.463943406,0.865683383,1.382560145,1.039516504
b2299,7.794786268,7.764799472,8.435342203,8.430284476
b2300,7.404146094,7.354794057,7.808520283,7.765337731
b2301,5.792598075,5.535104968,6.06977728,6.074167122
b2302,5.204013817,5.190220447,5.456626241,5.505615826
b2303,8.748960621,8.569706239,8.802890296,8.834622116
b2304,7.636865627,7.63718192,7.578690732,7.586436791
b2305,3.056161176,3.509230807,3.688151044,3.853399965
b2306,6.481249518,6.550632021,6.388536983,6.525583275
b2307,6.314263097,6.679630935,6.449191388,6.410119898
b2308,7.156102836,7.033113747,6.898707376,6.867355066
b2309,9.410214573,9.542861214,9.69031534,9.575931151
b2310,8.520301951,8.665470225,8.14022443,8.154382783
b2311,6.033971834,6.329521466,5.708433821,5.831798263
b2312,8.695368541,8.819009181,8.970369877,8.872898491
b2313,8.892343681,8.843251061,8.778318931,8.886065605
b2314,6.891856506,6.761751771,7.016169714,7.114188926
b2315,6.170083746,6.268262504,6.354597067,6.382033991
b2316,9.209603846,9.30040288,9.187929968,9.163287317
b2317,5.676759989,5.980700504,5.978283836,5.876079947
b2318,5.465405204,5.279476151,5.270074359,5.426144523
b2319,6.46835498,6.436150043,6.36228456,6.362408107
b2320,7.551414193,7.704999483,7.651431532,7.601141177
b2321,5.691829517,5.664524503,5.604629252,5.656275378
b2322,2.938180547,2.750135317,3.133531457,3.266675788
b2323,8.763165338,8.892430288,9.245764903,9.255280088
b2324,4.57935092,4.610506294,4.550483096,4.674201456
b2325,7.643394998,7.701019892,6.920270317,6.780700503
b2326,6.678116641,6.731172903,6.68977621,6.551511844
b2327,6.242492212,6.306007682,6.15324435,6.120590808
b2328,7.071890561,7.203890213,7.125746256,7.144692157
b2329,8.052393722,8.066933006,7.980495639,7.988643724
b2330,8.020929827,8.079033715,8.186923388,8.107811421
b2331,6.472960972,6.406408267,6.314908518,6.392116202
b2332,5.735213797,5.562236232,5.762508834,5.561451948
b2333,1.920790045,1.512326293,1.937166969,1.756374502
b2334,1.01837294,1.016468712,0.874392158,0.523819998
b2335,0.983787371,0.572939834,1.578037512,1.971199893
b2336,0.530103137,0.734927218,0.857310414,0.996375626
b4661,2.58287805,2.00892093,2.519826236,2.636472622
b2339,0.37452791,0.529535728,0.62463875,0.250685587
b2340,7.719955041,7.755679801,8.117201833,8.112322456
b2341,4.405045222,4.525944815,4.372100192,4.47292514
b2342,4.265684736,4.483331098,4.061356712,3.830445508
b2343,6.963133442,6.732149412,6.974271779,6.920958437
b2344,6.564146183,6.517989853,6.227078264,6.157784192
b2345,1.941690763,2.392655401,2.277246317,2.244746202
b2346,7.89113677,7.687340517,7.568108184,7.591228905
b2347,4.634094038,4.435747254,4.811272501,4.896956905
b2349,5.021134827,5.042916356,4.689636107,4.825718828
b2350,6.948428481,7.035895079,6.141440619,6.116986064
b2351,7.460783562,7.66373562,7.16443857,7.176308066
b2352,6.988811931,6.927638503,6.264197994,6.27157529
b2354,3.336016788,2.609841951,3.45051506,3.387552977
b2355,0.71741389,0.973670471,0.83598197,0.867822557
b2356,0.683218676,0,1.508603596,0
b2357,0.419791008,0,0.269971405,0
b2358,0,0,0,0
b2359,1.723659093,2.36011597,2.785111798,2.657034689
b2360,2.216462482,2.115983336,2.842680782,2.904342439
b2361,0.698340865,0.551650576,0.464018063,0
b2362,0.546507824,1.249772229,1.085735863,0.668759882
b2363,1.899821436,1.39765636,1.873059624,1.262496986
b4545,1.128069686,2.185142418,1.959670669,0.814828889
b4501,5.264084373,5.306510205,5.889469925,6.337610184
b2364,4.195748541,3.972405162,4.332975317,4.1820966
b2365,1.857532484,1.778253357,2.374954718,2.432867371
b2366,4.284772829,4.238689876,4.288980468,4.287114286
b2367,1.270326563,1.560816135,1.334751149,1.658066377
b2368,1.367294338,1.443074455,1.749664085,2.138227262
b2369,7.948426857,8.172574859,7.424296707,7.528314133
b2370,5.502383737,5.466519414,5.059131315,5.068251156
b2371,1.737287078,1.337852163,2.039489543,2.299427785
b2372,0.914213016,1.04172222,1.658020237,1.756374502
b2373,1.618818641,1.391305218,1.576848282,2.033556709
b2374,1.823373354,1.584632003,2.271123504,2.303229896
b2375,1.859408328,1.363476265,2.53726142,1.817349285
b2376,0.683218676,0.930707269,1.508603596,1.113291881
b2377,5.536252714,5.325979361,5.211413148,5.548676173
b2378,4.273018414,4.557050726,3.538245912,3.13524439
b4680,2.993811772,0,2.390748435,1.314145601
b2379,5.681698632,5.851119699,5.923322839,6.020708008
b2380,4.156717606,4.002209057,4.143819831,4.15113034
b2381,5.42127095,5.158244221,5.811432295,5.69953603
b2382,3.928255369,3.485785777,3.83762114,3.778633196
b2383,1.879367771,1.586941899,2.050470223,1.888117531
b2384,1.089095406,1.549748587,0.754406678,0.947119886
b2385,1.158023727,1.252079832,1.209859813,1.471970257
b2386,0.34245666,1.001484803,0.652001994,0.825266768
b2387,0.595740757,0,0,0.726506591
b2388,5.410577141,5.641989712,5.410972783,5.487882347
b2389,3.36595067,3.478690329,3.422824446,3.65308194
b2390,4.522537826,4.330692345,4.875151357,4.959439652
b2392,5.744771433,6.017703296,6.563149568,6.695241655
b2393,7.553910541,7.46331879,7.006791669,7.044008349
b2394,5.936219096,6.161127254,5.823873189,5.905666938
b2395,4.527409224,4.367626824,4.67574602,4.618046612
b2398,6.05349281,6.33532789,5.677885477,5.390641152
b2399,5.295909806,5.268618774,5.443199961,5.310085684
b2400,8.811496374,8.970339861,8.88695079,8.795699145
b2405,4.28631853,3.972321906,4.261960903,4.164428751
b2406,2.831451224,2.626065478,2.426527247,2.528149702
b2407,0.849450048,0.925764599,0.687678599,0.597737203
b2408,2.958757644,2.914359588,2.28139407,3.048820668
b2409,3.709621364,4.080555383,3.974945848,4.257557851
b2410,5.590705188,5.736771523,5.627413635,5.489507324
b4546,5.234263675,5.043434194,4.326986707,4.640835721
b2411,5.989274744,6.121174364,6.000170135,5.976301577
b2412,8.152499689,8.116180199,8.100622764,8.158147968
b2413,5.769034591,5.932315312,5.921736872,5.956538272
b2414,11.71529776,11.69468594,12.18918597,12.180397
b2415,11.72151067,11.51747242,11.86437063,11.79564625
b2416,10.77240958,10.72995077,10.58780176,10.54973381
b2417,11.04419384,10.98682032,10.9046526,10.8977258
b2418,6.711489607,6.894957802,6.802073591,6.636467873
b2419,3.548363293,3.46002974,4.380545176,4.48583407
b2420,3.916677971,4.22459157,3.866090906,4.252251782
b2421,7.89604422,8.107459506,8.226127237,8.251367336
b2422,8.003599631,8.03994406,8.79647135,8.851067647
b2423,7.249326068,7.204286394,7.803792051,7.804879573
b2424,7.256857276,7.185374176,7.489348736,7.504364026
b2425,8.425173866,8.456185329,8.761861079,8.829773889
b2426,5.542074039,5.6054316,5.532082027,5.367091389
b2427,3.037262138,3.36852565,3.21885939,3.126678806
b2428,3.73343436,3.310730664,4.13583979,3.948407706
b2429,2.677312007,2.971815048,2.619827179,2.574647465
b2430,2.837758305,2.981797412,2.760464106,2.804716373
b2431,7.281206441,7.319071075,7.278597408,7.193033995
b2432,5.95304142,5.811128578,6.544012119,6.541733461
b2433,5.181626456,5.318556462,5.303108354,5.372749029
b2434,6.201650816,6.250803104,6.37947548,6.306300658
b2435,6.93144765,6.84354435,6.920390281,6.862913902
b2436,6.003517055,6.092818122,5.839229916,5.851168311
b2437,3.759404575,3.71301226,3.773196773,3.755129959
b2438,4.370698093,4.612576122,4.788416771,4.676275098
b2439,4.587984705,4.398139295,4.99401798,5.124880053
b2440,4.860530739,4.624067882,5.02945887,5.047070392
b2441,4.957563551,4.853640077,5.124309889,5.005369695
b2442,5.839938976,5.920781925,5.567543473,5.750923788
b2443,4.579867594,4.630214938,4.556457333,4.634615127
b2444,1.238280863,2.341101897,2.473748366,2.016359103
b2445,1.894660574,1.600958313,2.282357528,2.637159174
b2446,2.324542697,3.484975325,3.61314155,3.842663984
b2447,3.056161176,3.417454265,3.309947916,3.12896645
b2448,2.932449745,2.107147746,2.254807273,1.937918468
b2449,6.339374197,5.849038496,5.812709094,5.973205663
b2450,6.381123222,6.715066793,5.94520501,5.955305005
b2451,1.538619987,2.072651276,1.700045834,1.246225803
b2452,2.139547736,1.697000281,1.540728216,1.587987871
b2453,1.426892032,1.037500653,1.297271348,1.287769726
b2454,0.484880593,0.377203755,0.572211264,0.713147189
b2455,0.673885618,0.776167674,0.660304547,1.099968559
b2456,0,0,1.04339587,1.080598117
b2457,3.489979645,2.964550948,2.548589806,2.214289986
b2458,1.211055494,1.790493358,1.20294057,1.366608953
b2459,0.501684925,1.16629667,0.591470049,0.340559774
b2460,1.415228193,1.278074695,1.376370726,1.336093081
b2461,0.762625945,0.605087407,1.31353769,0.738938679
b2462,0.582608209,0,0.683766192,0
b2463,6.411127412,6.484254232,6.574596097,6.545846873
b2464,7.897815299,8.091065734,8.601084424,8.62744308
b2465,7.889260543,8.075934457,8.372625402,8.421746607
b2466,3.036671636,2.754833625,3.170043172,3.185729559
b2467,6.13683421,6.103061529,5.811877265,5.708352371
b2468,2.697812398,2.404600022,2.466560934,2.679342126
b2469,3.92149846,3.754711137,3.670988216,3.716342715
b2470,2.926640546,3.082308651,3.011789856,2.899517441
b4606,5.676759989,5.267427375,5.833514401,6.17700911
b2471,6.398401009,5.816276201,6.700500299,6.53979775
b2472,6.340421995,6.61971349,6.182119499,6.322652766
b4547,6.163845922,6.065022211,6.359046893,6.456096225
b2473,5.544764389,5.537381503,5.655391637,5.617063706
b2474,5.218724226,5.329280864,5.093640933,4.976101499
b2475,6.412266396,6.685075484,6.666276235,6.581465441
b2476,10.16204616,10.18660508,9.885066605,9.93225379
b2477,8.839566915,8.96514397,8.704294458,8.670337293
b2478,9.548499122,9.526302542,9.808629902,9.70873284
b2479,8.657925431,8.964289088,8.511350111,8.336353063
b2480,10.25754575,10.31139318,10.48757218,10.41243163
b2481,0.345413294,0.490277728,0.411050734,0.429086344
b2482,0.803410833,1.314152329,1.753285597,1.3433246
b2483,0.23431531,0.841168132,0.280838682,0.746239933
b2484,0.660362677,0.231051779,0.436898595,0.532032714
b2485,1.345290186,1.343009205,0.55524186,0.865566866
b2486,1.639158679,1.535256087,1.702671998,1.836954203
b2487,2.830626772,2.378111203,2.572061808,2.490588079
b2488,2.224733765,1.718272432,2.839265806,2.461700891
b2489,2.246237642,1.212957759,2.166516106,2.036456137
b2490,2.2123542,2.209403793,2.303557503,2.036456137
b2491,1.769107026,1.082869169,1.756307036,1.569149594
b2492,2.053316599,1.747081054,1.999819913,2.179479297
b2493,5.615080005,5.423617994,5.248825797,5.430530264
b2494,6.590227117,6.758747604,6.897409998,6.822083235
b2495,8.112929669,7.992019707,8.439005532,8.35642446
b2496,6.837404696,7.117730135,6.734582899,6.887517412
b2497,8.223712516,8.292531464,8.0306722,8.020248062
b2498,9.83386177,9.772486211,10.03551844,9.983839991
b2499,9.042142246,9.094787809,8.964966783,8.952232288
b2500,8.814453254,8.905989404,8.603641728,8.531379376
b2501,6.975884165,7.052814796,6.963392289,6.901818001
b2502,6.810382763,6.928841548,6.85315283,6.807200874
b2503,2.019525365,1.740124246,1.998546437,1.913191747
b2504,7.562818501,7.434239556,8.001059924,7.921118521
b2505,2.461953894,2.128757622,2.180409622,1.614599737
b2506,2.646857946,3.484116348,3.408766016,3.190057717
b2507,9.152454429,9.200661847,9.508147737,9.446370201
b2508,8.706098773,8.719757004,9.07319157,9.051715045
b2509,7.042648944,7.06207786,7.327263998,7.263255101
b2510,6.078133595,5.989332248,6.155154946,6.147059639
b2511,7.377200048,7.363576792,7.259987215,7.289994854
b2512,8.22358997,8.324108906,7.928912189,8.045356345
b2513,8.19122273,8.423519776,8.260934416,8.39181562
b2514,8.53178403,8.716988298,8.728841953,8.645358771
b2515,7.967791208,7.919896647,8.036340727,7.992982048
b2516,7.708951739,7.799268957,7.976365117,7.961523156
b2517,7.161259515,7.122825694,6.885191751,6.813520676
b2518,10.03047927,9.935835942,9.319272443,9.245004133
b2519,3.59197624,3.349279411,3.526745861,3.364721126
b2520,5.896995042,5.923162871,5.821466937,5.814114595
b2521,6.86789106,7.050514375,7.345042965,7.275832616
b2522,7.240129983,7.216753247,6.329936388,6.330588037
b2523,7.204338667,7.113989648,6.475406622,6.357973077
b2524,7.843772874,7.94331563,7.07457252,6.824724276
b2525,7.91479575,8.0101841,7.421038688,7.355591203
b2526,7.199216205,7.367854494,6.563056049,6.658710701
b2527,7.55910555,7.736781409,7.365005446,7.381396469
b2528,9.625593179,9.506627806,8.766495449,8.838783049
b2529,9.679556848,9.675798156,9.131476118,9.178173399
b2530,9.744969535,9.892709634,9.046010464,9.062241665
b2531,9.237760711,9.146435262,9.386860966,9.441456127
b2532,7.240861311,7.485579038,7.236865933,7.16264812
b2533,8.575605662,8.591764499,8.112782123,8.119101144
b2534,1.56330492,0.664539336,1.597100666,1.645293126
b2535,4.485619183,4.399899252,5.018356433,4.886315363
b2536,3.969450308,3.801624124,3.918182082,3.831686902
b2537,5.217717876,5.410928425,5.506912691,5.532542279
b4706,0,0,0,0
b2538,4.052117625,4.069771742,4.137768064,4.362291362
b2539,3.691343462,3.857346874,3.560071096,3.499696845
b2540,2.215874474,3.258652474,3.479563178,3.369618834
b2541,2.998459565,3.733976146,3.002953899,3.174831867
b2542,3.24443546,3.119790723,3.616083178,3.240651079
b2543,5.960214073,5.791770434,6.450405316,6.745136876
b2544,2.871735474,3.029008732,3.17808214,3.278690751
b2545,3.149082716,3.093626557,3.541849628,3.482730852
b2546,1.418705682,1.171092788,1.827463484,1.792518662
b2547,0.99646712,0.869552972,1.595070192,1.610159135
b2548,1.603482087,1.183267131,2.037586268,1.762554359
b2549,1.216849397,1.198829035,1.593304662,1.531807604
b2550,3.823895401,3.762194062,4.436002466,4.608593951
b2551,11.31635756,11.32180538,11.32357762,11.27327303
b2552,4.923001668,4.916021354,5.309552789,5.43421117
b2553,8.196914733,8.169945091,7.789550219,7.86455579
b2554,5.157363623,5.237290741,5.158553837,5.255519732
b2555,5.765127282,5.58316309,5.629537651,5.578036583
b2556,5.037534575,5.178122096,5.144957728,5.173031051
b2557,8.517619542,8.676110642,8.634243503,8.5824006
b2558,4.242688198,4.283434328,4.11188569,4.011073899
b2559,6.108505068,6.159238365,5.796221046,5.768602775
b2560,5.554597848,5.81889681,5.805694166,5.812464776
b2561,4.489504255,4.394561517,4.942751283,4.994879619
b2562,5.538463569,5.225547577,5.556215539,5.447863964
b4687,5.088432341,4.847518349,4.776574497,5.435765147
b2563,5.943751098,6.141300598,6.509368592,6.414082513
b2564,7.169617813,7.407631515,7.818510734,7.659611006
b2565,6.171744661,6.338788526,5.912780311,5.789815797
b2566,7.773057568,7.689240848,7.619347072,7.600172743
b2567,7.903099161,7.927192869,8.008581815,8.034599435
b2568,7.775467153,7.847591908,7.851432322,7.803525524
b2569,7.99917636,8.061951636,8.115174842,8.085085475
b2570,6.494442987,6.433887986,6.71695532,6.819377414
b2571,7.432292546,7.462439384,7.887309081,7.942111508
b2572,8.584556778,8.62218488,9.469711445,9.396112771
b2573,7.861778462,7.897975431,8.704921945,8.691805277
b4725,6.981666095,6.902602274,7.359679805,7.613623262
b2574,6.665812528,6.58621531,7.203215271,7.147676788
b2575,5.210157743,5.283836063,5.172269664,5.05295939
b2576,7.156152618,7.286575383,6.966556199,6.914311682
b2577,3.853761783,3.869047014,3.752001992,4.27232241
b2578,3.20870199,2.609841951,2.710077297,3.111885272
b2579,8.345818314,8.238015102,6.785165479,6.802905159
b2580,6.749619989,6.689585973,6.510969261,6.581611483
b2581,7.08197264,7.166383304,6.94113415,7.021164795
b2582,6.395595151,6.081021615,6.639668333,6.751902614
b2583,4.666478438,4.761319104,4.458425417,4.353773139
b2584,5.24808394,5.308554419,5.426034757,5.393236898
b2585,7.665823687,7.626611214,7.834399776,7.834937404
b2586,3.949301417,3.359448467,3.507786995,3.862364571
b2587,10.29217359,10.18840466,10.48012098,10.4733622
b2592,7.076702013,7.131792665,8.004308563,8.067638591
b2593,6.511156233,6.500191615,6.379237718,6.506590943
b2594,7.247820039,7.336494885,7.132862785,7.18874627
b2595,9.337250431,9.334503109,9.266240598,9.157991553
b2597,10.18960922,9.946657161,10.08566579,9.975628552
b2598,6.767777392,6.48513784,5.756320643,6.304582032
b2599,8.101138015,8.206978094,8.466756878,8.395941612
b2600,7.944005136,8.074763543,7.752958073,7.727343606
b2601,9.028465964,9.012366775,9.307378582,9.146030672
b2602,4.006607266,4.003078396,4.413928861,4.519334881
b2603,5.18716442,5.056944345,5.175203437,5.40071981
b2604,3.870360362,4.227606084,4.031953017,3.733297618
b2605,5.479350428,5.664258292,5.933230882,5.794753726
b2606,11.56276714,11.51161223,10.98668603,11.04530691
b2607,11.25914766,11.4773828,11.32665401,11.32193
b2608,11.35088581,11.3061806,11.36661351,11.37775222
b2609,11.23560761,11.32949252,11.53334348,11.45946264
b2610,7.803571255,7.830410355,7.633673616,7.621970409
b2611,6.347361816,6.420121028,6.61435172,6.54799789
b4461,5.268299852,5.02160789,5.25846428,5.348806944
b2614,9.08646949,9.169316234,9.512748414,9.495718816
b2615,6.542920593,6.712300022,6.655024206,6.532432889
b2616,4.714120851,5.046767182,7.662354767,7.511572395
b2617,9.378949893,9.506224844,9.2316004,9.219763935
b2618,6.017231724,6.470355247,6.713741359,6.49788248
b2619,7.014300644,6.992857776,6.754730255,6.814028912
b2620,8.670126316,8.91309344,8.55205968,8.491805172
b2622,6.295207311,6.398681194,6.606590762,6.535715838
b2623,3.706375964,3.643798002,3.373887143,3.196036719
b2624,3.268077475,2.510196627,1.542466587,2.465311797
b2625,1.474301865,1.37655298,1.108285379,1.33238084
b2626,0.616605956,0.484298979,1.29991805,1.13417517
b2627,5.305614035,5.487216577,5.241769349,5.266243212
b2628,5.702480646,5.70593253,5.708131912,5.626029352
b2629,2.262885538,2.740800201,2.493170384,2.552149219
b2630,6.724633683,6.895673329,6.967531926,7.006308821
b2631,6.527148055,6.228019238,6.30950475,6.404738775
b2632,2.59235554,2.16150271,2.514976056,2.743825731
b2633,1.277186556,1.148673795,1.798431964,2.332413573
b2634,1.131410356,0.776167674,1.205352765,0.204725059
b2635,0.770104479,0,1.443186248,0.928442656
b2636,1.527389414,1.427584556,1.993665859,2.206622315
b2637,2.747493592,2.399295143,2.781719368,2.289214982
b2638,4.210537514,4.077264894,4.206505402,4.196050577
b2641,3.701750871,3.406105867,3.779562367,3.792045515
b2642,4.628916168,4.542916809,3.98414617,4.012361998
b4644,1.156559407,0,0.806524494,0
b2643,0,0,0.289154373,0.765155412
b2644,0,1.352477936,0.707250642,0.288769081
b4548,0,1.16629667,1.009750348,1.872820134
b2645,0,1.363476265,1.189853749,0.742570965
b2646,2.337084516,2.25990716,2.325612819,2.703488374
b2647,2.988016861,2.916815902,2.996768191,3.172157373
b2648,0.762625945,0,0.886634974,0
b2649,1.308934653,1.366813309,0.598803303,0.96050173
b2650,0,1.025502914,0.507711584,0.288769081
b4462,0.374967072,0.999367942,0.582396064,0.361810576
b2659,5.157875979,5.344819618,5.503660153,5.382370303
b2660,5.238614632,5.294124573,5.747860109,5.606983888
b2661,5.744455726,5.895188495,6.075370476,6.197482795
b2662,5.931512114,6.018955465,6.114914351,6.222918564
b2663,4.096704543,3.882296078,4.283008724,4.250172935
b2664,4.698399739,5.063638741,5.266338997,5.252859337
b2665,8.958069873,9.100734973,8.993964417,9.140124654
b2666,7.07180856,6.100996616,6.657369908,7.02509226
b2667,4.357842222,4.21007573,4.247608911,4.366144787
b2668,4.827076284,4.219329966,4.765182214,4.813251568
b2669,10.00853331,9.95985425,10.02202311,9.990302124
b2670,0.801584371,1.078348823,2.05972646,1.946422651
b2671,5.184833287,4.680826139,4.98670859,5.325163637
b2672,8.981779112,8.975853222,8.413002306,8.575345453
b2673,6.268914457,6.499394472,10.12693785,10.1587431
b2674,6.189754488,6.312936402,9.853625603,9.7531869
b2675,5.605802402,5.605575562,8.649153242,8.613615763
b2676,5.113108097,5.046397667,8.290792019,8.212196548
b2677,5.888195015,6.146844313,7.274755468,7.334621669
b2678,5.423318756,5.673070364,6.495659443,6.595074135
b2679,6.12635121,6.376984177,7.111172489,7.160497811
b2681,1.709586978,1.643029173,3.148751431,3.015601634
b2682,7.352450497,7.49411381,6.92477128,6.836276111
b2683,6.923721034,6.977932623,7.140182381,7.144444126
b2684,8.912157062,9.061235593,8.76207546,8.759420082
b2685,6.276762198,6.59283409,5.846309949,5.733157506
b2686,4.729418807,4.78085129,4.517790069,4.560868923
b2687,9.704981072,9.562603579,9.840742941,9.919199526
b2688,8.221202579,8.16781431,8.173244044,8.144909466
b2689,6.532594471,6.645482455,6.762371094,6.683588525
b2690,7.127972691,7.312159842,6.748649247,6.716992203
b2696,10.28810765,9.896403509,10.38743417,10.59919891
b2697,9.212395769,9.25262184,8.946489358,8.898361646
b2698,2.738273592,3.319926119,4.176229714,4.034021071
b2699,8.596151023,8.608446264,9.72781902,9.732168261
b2700,6.017540043,6.186260726,6.514257457,6.428100184
b2701,5.416758091,5.513480356,5.920312456,5.888657761
b2702,1.75331447,2.31938134,1.663252985,1.437201836
b2703,2.272371803,1.741928176,2.17041933,1.878054541
b2704,2.20013716,2.124906348,2.273084789,2.410284416
b2705,3.013091343,2.890092616,3.449576846,3.598701309
b2706,3.075557031,2.990521456,3.24619327,2.667115742
b2707,5.261782979,5.241783041,5.357841367,5.191362199
b2708,5.433867745,5.450265758,5.056027481,5.152557384
b2709,4.000668596,4.156992015,4.333592247,4.448976287
b2710,2.766552524,2.892690448,3.11098595,3.125991805
b2711,2.228229672,2.375907751,2.199453342,2.715600085
b2712,2.762942814,3.057781082,3.184753252,2.988396573
b2713,1.685436858,2.25990716,2.030957142,1.940339531
b2714,4.033723476,4.073231877,3.91701769,3.708059997
b2715,2.726498184,2.619736804,2.592223509,2.565222474
b2716,3.360100889,3.712682146,3.677470843,3.376948585
b2717,5.323504922,5.274372186,5.446426217,5.365345176
b2718,4.110228356,3.651045868,3.632353151,3.985846607
b2719,3.032707181,2.778639152,3.119817966,3.445574464
b2720,2.133125257,1.912148184,1.700935479,1.663676173
b2721,1.183293046,1.607729061,1.208216767,1.427591662
b2722,0.929521353,1.058486034,1.215924987,1.185350222
b2723,0.449975307,1.402059128,1.154838428,0.909772283
b2724,0.628851979,1.154485473,0.873588346,1.03515204
b2725,0.445575851,0.624215435,0.28745194,0.946117493
b2726,1.947758585,1.64971974,1.964243741,1.648250853
b2727,4.011529906,3.825681388,3.17808214,3.241770614
