Geneid,Reference_1,Reference_2,Test_1,Test_2
b4472,5.366118024,5.481965315,5.160206993,5.056149576
b3247,7.112510609,7.263227925,7.054597761,7.039461427
b3248,6.60368746,7.039257885,6.959658391,6.888530404
b3249,6.264852692,6.241767246,6.29445359,6.269963371
b3250,7.112143267,7.180778754,6.774869885,6.854127655
b3251,9.050494966,9.071147812,8.822878337,8.845765181
b3252,5.331821687,5.481653394,5.455356568,5.448911054
b3253,5.48848275,5.643760914,5.874554885,5.916209744
b3255,10.05824112,10.1495009,9.89144246,9.791716587
b3256,9.234745693,9.271773996,9.102308575,9.154245868
b3257,4.48073438,4.56340643,4.151175237,4.075236212
b3258,4.620761394,4.526608478,4.47160309,4.317904717
b3259,6.459446441,6.639296555,6.514586839,6.494943827
b3260,9.332302442,9.359392288,9.034648477,9.013992314
b3261,9.557623338,9.454620396,9.660075946,9.521060904
b3262,2.854746469,3.58760195,2.896382528,3.107553979
b3263,4.755181302,3.755496697,3.808985633,4.092101107
b3264,0.812672759,0,0.94248636,0.215908818
b3265,1.289055703,0.898364524,0.611444172,0.873302923
b3266,2.74571298,2.258803857,2.322605508,2.331440247
b3267,3.936218125,4.161855197,3.410842189,3.041219533
b3268,4.504136777,4.116773734,3.079530609,3.054757585
b3269,1.642262973,1.986386751,1.301608323,1.624184937
b3270,1.240537709,2.136942244,1.599260423,1.295272789
b3271,3.085574031,3.859052302,3.220458183,3.284370636
b3279,7.561956343,7.667782212,7.775063559,7.681083074
b3280,5.116648901,4.91087785,4.715253795,4.986365047
b3281,5.276611573,5.420831588,5.101501903,5.300914687
b3282,6.173713592,6.574159418,5.859587897,5.964732588
b3283,7.367191238,7.803983354,7.476445454,7.577546804
b3284,7.967840248,7.903914172,7.94747139,7.950429742
b4473,5.225263307,5.411918043,5.576557905,5.601981961
b3287,8.63174126,8.817640084,8.3503317,8.369376452
b3288,7.760555925,7.843880434,7.621188909,7.652316012
b3289,6.313515771,6.54963704,6.111565277,6.243291934
b3290,6.456254263,6.614623187,6.149340376,6.284492623
b3291,8.707112751,8.668540487,8.326267533,8.484995649
b4550,5.14370714,4.351574956,4.326986707,4.668825028
b3292,5.102538637,5.511635121,5.623552492,5.728146975
b3293,5.400135878,5.427089216,5.954368634,6.068957914
b3294,12.3265715,12.06173709,11.89878153,11.92909971
b3295,12.5471682,12.57261869,12.38638915,12.35970017
b3296,12.61072574,12.66002863,12.63204974,12.54811942
b3297,12.40114637,12.34505329,12.22930626,12.24444613
b3298,12.48278952,12.53419954,12.51794384,12.53484012
b3299,11.38269742,11.22209501,11.77135988,11.82684902
b3300,11.78059855,11.67571343,11.49243138,11.50300299
b3301,12.0468461,12.12392072,12.05093221,12.01663169
b3302,11.49936783,11.47298186,12.13623781,12.12111406
b3303,11.75918043,11.77441347,11.56731885,11.57294497
b3304,11.72783098,11.76457339,11.72294449,11.71155959
b3305,11.85058092,11.87029202,11.79770303,11.81882806
b3306,11.94666565,11.9972166,12.01344785,11.9656294
b3307,12.34896346,12.28983663,12.45167554,12.4607884
b3308,12.60808118,12.45700746,12.14569802,12.18956093
b3309,12.38494014,12.32148072,12.03884426,12.08721112
b3310,12.40141927,12.27071129,12.27771,12.31056251
b3311,11.85633488,11.77784051,11.61782367,11.65656704
b3312,11.87480615,11.9000186,12.42591491,12.3012375
b3313,12.25605268,12.45894154,12.10789507,12.07159653
b3314,11.99172564,12.04113191,11.82640885,11.78532543
b3315,12.40206692,12.28366877,12.46956094,12.49365734
b3316,12.20705356,12.20840141,12.07625231,12.07510238
b3317,11.8172853,11.91727005,11.63664014,11.62231424
b3318,11.93115682,11.932786,12.0409844,11.9875424
b3319,11.84441757,11.89451116,11.51973557,11.46987317
b3320,12.2892123,12.40728041,11.99619913,12.00115893
b3321,12.9598478,13.06922514,12.33437003,12.33616187
b3322,4.300712221,4.368196815,3.866090906,3.725979418
b3323,1.660292841,1.131602136,1.915246877,1.968063107
b3324,2.956220882,2.634757986,3.20772464,3.17010745
b3325,2.787944285,3.0969244,3.332758872,3.221902117
b3326,2.462636697,2.383828029,2.414192481,2.415018733
b3327,2.025955562,2.118762317,2.416847703,2.35421564
b3328,1.718136888,1.099007794,1.73363213,2.062376501
b3329,1.856947162,1.78747358,1.261903984,1.303962741
b3330,1.218354138,1.577746408,0.85474323,1.827157224
b3331,1.275950691,1.186558882,1.028158082,0.447899837
b3332,1.756404949,0.817658282,1.16493572,1.061928036
b3333,1.842065682,1.750014987,1.858114791,1.681151259
b3334,2.838261827,2.681162204,2.842680782,3.150037396
b3335,1.310021976,2.229279529,2.106110597,1.682614844
b3336,8.441380396,8.449938811,7.353244437,7.346793353
b3337,7.451514467,6.970574144,9.36455488,9.435855513
b3338,3.791349583,3.8725971,3.651934541,3.556641467
b3339,13.79953967,13.93158816,13.75292466,13.7108013
b3340,12.51881995,12.48657333,12.3816663,12.36767995
b3341,12.25233683,12.31656734,12.42400338,12.41693786
b3342,12.66116813,12.49592991,12.39736765,12.43003658
b3343,5.750168857,5.928918731,6.326012572,6.370866361
b3344,6.003517055,6.005024216,6.225944044,6.128786907
b3345,6.697835496,6.792715009,6.986585421,6.971030436
b3346,7.513692889,7.582047824,7.66958648,7.682578609
b3347,8.788831418,8.579231978,8.32247241,8.409387914
b3348,6.533010357,6.493162325,6.388754279,6.611295065
b3349,10.08306465,10.21391376,9.588822119,9.590677116
b4551,6.505050862,6.521010451,6.550607985,6.597668402
b3350,4.735597849,4.778823892,4.370478007,4.353234623
b3351,4.873560638,5.102176788,4.967334998,5.189206116
b3352,6.59197878,6.758690522,6.725787003,6.637894813
b3353,5.735908214,5.788606004,5.48901734,5.493366354
b3354,5.524780767,5.509089488,6.533411148,6.618488912
b3355,6.395830334,6.403588685,6.420410018,6.510601442
b3356,7.929068942,7.850089129,7.392361135,7.401556101
b3357,9.864955123,9.839997831,10.28890639,10.22003987
b3358,5.354259723,5.484363181,5.307585235,5.284198342
b3359,8.109608002,8.42329938,8.627002339,8.58258795
b3360,4.062640597,4.640799544,4.514349313,4.627697117
b3361,5.708467671,6.100338511,6.041506025,6.194597428
b3362,5.774414218,5.256231353,5.629537651,5.834513569
b3363,7.927494523,7.994594021,7.566933207,7.552989164
b3364,5.150176235,5.471788729,4.993308453,5.127498419
b3365,1.910739409,2.017128465,1.957140629,1.594292723
b3366,1.606439087,0.81956578,1.354756188,1.207427672
b3367,3.246949865,3.448607733,3.222001803,3.362334023
b3368,5.127082948,5.403322452,5.289317021,5.372568197
b3369,1.580250069,2.450570459,2.93915211,2.881846608
b3370,0.169856191,0.458237657,0.542787926,0.214109226
b3371,2.037372242,2.29626708,2.454380985,2.403168124
b4474,1.854116522,1.890958797,2.263017906,1.938688055
b3374,2.924773091,2.816807252,3.368903243,3.038637198
b3375,5.910537258,6.079564544,5.978746958,5.905107239
b3376,1.914912536,2.155300341,2.48440384,2.614686903
b3377,1.883708406,1.954149385,2.222999479,2.152084686
b3378,2.392398053,1.935892411,2.873906035,2.687572654
b3379,1.439209425,1.581017051,1.453268506,1.499005546
b3380,0.86195326,1.27911076,0.87198528,0.970510365
b3381,0.654889689,1.052675334,0.972783273,0.545729037
b3382,3.215651962,3.10084534,2.597187904,2.657034689
b3383,3.379994316,3.940667698,2.867139448,2.81248975
b3384,7.821666392,8.03377703,7.852873242,7.896514348
b3385,7.073590126,7.247217395,7.44954444,7.373721604
b3386,7.701295672,7.679491115,7.849984827,7.745436673
b3387,6.715096361,6.813276035,6.984071808,6.91670532
b3388,8.733033456,8.813533111,8.76790773,8.731775949
b3389,8.305943301,8.545079578,8.388526528,8.326491202
b3390,9.399764113,9.385709391,9.012246178,9.044275098
b3391,1.938673074,2.389352299,2.072566431,2.039095419
b3392,0.868348093,2.03133435,2.254807273,1.865030381
b3393,1.533784861,0.648145121,0.547907708,1.14633617
b3394,0.947679487,0.945868561,2.196629102,1.477086831
b3395,2.075520835,1.958260347,2.781719368,2.635606043
b3396,5.325292015,5.314536895,5.30970268,5.22457718
b3397,7.541919244,7.59694395,7.434216455,7.411326644
b3398,5.503900816,5.652395299,5.469278161,5.409044145
b3399,6.383092302,6.634097275,6.734944282,6.595033782
b3400,6.885992389,6.977932623,7.470536035,7.416722409
b3401,6.818039141,7.12193033,7.128729449,7.124832754
b3402,4.061794712,3.797473141,3.906418907,3.751839715
b3403,7.125626683,7.171571861,6.662404763,6.559410591
b3404,5.534402012,5.526868877,5.444171543,5.501434604
b3405,7.316099694,7.341493029,7.313147838,7.256684599
b3406,6.18681898,6.196922426,5.910568925,5.960166252
b3407,7.095790432,7.354465587,7.17967988,7.189502989
b3408,6.050026238,6.062196912,7.517915295,7.314698746
b3409,5.835066508,5.915303827,6.900207492,6.877980912
b3410,5.123454211,5.32363447,7.040670775,6.988676151
b3411,3.198215741,3.20972961,2.764315869,2.825431627
b3412,4.909562679,5.342592387,4.831905707,4.730271169
b3413,5.96790571,5.981004248,6.179567544,6.096819262
b3414,9.497506071,9.575664413,10.01839237,9.825633055
b3415,4.150226778,4.32129279,3.943558005,4.181723918
b3416,6.257969967,6.367580105,6.503777418,6.473851784
b3417,6.768586138,6.885346969,7.205376557,7.099471
b3418,7.662419028,7.778097965,7.697833794,7.62398527
b4475,3.625559734,3.81090145,3.645982505,3.906626283
b3421,3.684113099,3.484408332,4.024612744,4.170719477
b3422,2.686318919,2.623358438,2.667018823,2.455426401
b3423,6.579190563,6.779899175,6.654104691,6.461431055
b3424,6.348212201,6.33556168,6.566401748,6.548531859
b3425,6.813167289,6.639070624,7.280843688,7.137124377
b3426,4.104939069,4.421401078,4.439441759,4.36066532
b3427,4.821210396,4.919753077,3.474314179,3.9469835
b3428,7.769745706,7.757396506,7.877142482,7.882413102
b3429,7.802977492,7.974201576,8.142513373,8.171345033
b3430,8.298503108,8.392443196,8.731975929,8.786316676
b3431,7.0847224,7.175482949,7.349005939,7.483431014
b3432,8.141115007,8.345280586,8.381588,8.440440661
b3433,10.16024079,10.45908821,10.34893021,10.33243309
b3434,4.606437369,4.782788382,4.583711944,4.702996558
b4476,2.581754439,2.453205123,2.454615511,2.342143317
b3437,3.15633753,3.92704544,3.275232001,3.503130082
b3438,7.125607451,7.186305045,6.872596619,6.808837501
b3439,5.113858846,4.786208672,4.974613256,5.307393798
b3440,7.080256594,7.134574957,7.372157903,7.258256385
b3441,5.178451959,5.335712252,4.406398013,4.371494123
b3442,0.773138105,0.277557321,0.332499996,0.539936459
b3443,1.009491406,0.590032712,0.693633509,0.282410737
b3444,0.683218676,0,0,0
b3445,0,0,0,0
b4612,0,0,0.725059,0
b3446,3.455759021,2.173246561,2.748166451,2.72971441
b3447,6.563953153,6.646104132,6.774350921,6.828847626
b3448,5.972497184,6.024323596,6.732374683,6.761777577
b3449,6.072257144,6.228019238,6.126541049,6.182734652
b3450,5.467228435,5.540367374,5.749163398,5.869459062
b3451,4.15355121,4.059102798,4.606363166,4.492336215
b3452,3.971274286,3.887655644,4.333185853,4.578993621
b3453,6.041454421,6.251816238,6.822091463,6.890907412
b3454,8.01955757,8.117574625,8.040900862,8.043202935
b3455,8.084056333,8.05402986,8.298956493,8.259021582
b3456,7.571029682,7.619907293,7.418616359,7.393721866
b3457,7.21101322,7.313869495,7.093788574,7.079807214
b3458,9.089333163,9.309241896,8.654771471,8.67382185
b3459,4.995961754,5.202559742,5.432213384,5.419849862
b3460,9.823517454,10.20010744,9.956001475,9.95956157
b3461,8.502754747,8.507917558,8.540990037,8.599694237
b3462,6.186425673,6.133411006,6.118646776,6.17700911
b3463,6.475120982,6.278762019,6.40762756,6.401109245
b3464,6.303673311,6.4821015,6.303772472,6.304091607
b3465,5.730250643,6.140491274,5.920009259,5.948992044
b3466,5.366203493,5.446653933,5.383539032,5.302030206
b3467,6.418154045,6.325580298,6.652478196,6.673633004
b3468,6.367884107,6.255372807,6.156752782,6.420707263
b3469,4.526516381,4.862637591,6.535504832,6.37950199
b3470,6.993255839,6.710197816,6.889935705,6.817848169
b3471,5.544897565,5.296668586,5.402443489,5.513391646
b3472,8.558425178,8.572334088,8.198742712,8.169685315
b3473,4.422985975,4.547384879,4.475238969,4.69312978
b3474,3.238560514,3.608286538,4.037819297,4.087783214
b3475,6.040546245,6.369290043,5.97770709,5.974736521
b3476,0.967392961,1.078348823,0.661817575,0.964503749
b3477,0.914213016,0.338762049,0.404221652,0.748088351
b3478,0.849450048,0.378397229,1.228675491,0.823758858
b3479,1.338986399,1.39765636,1.764166728,1.814915841
b3480,1.801540002,1.798857287,2.055059768,2.153271778
b3481,5.918120595,5.457135281,6.111909499,5.941065287
b3482,1.985483711,2.1835474,2.312593488,2.355733594
b3483,0.903593511,0,1.760184791,1.080598117
b3484,1.121861447,0.910662562,1.28299065,1.745615006
b3485,5.605894757,5.534622295,5.659013338,5.496481427
b3486,6.064587462,6.095366511,6.134405775,6.192525759
b3487,6.139572895,6.358070107,6.491646262,6.415870301
b3488,2.546281244,2.410060991,2.233572,1.863094424
b4660,1.028790089,0.698273056,0.529780566,0.736417606
b3491,3.282737086,3.424725036,3.376206376,3.399797203
b3492,5.03054125,5.271704108,5.225348187,5.110276055
b3493,6.967603039,6.996890849,6.841459403,6.834113823
b3494,7.037373412,6.960792514,7.140182381,7.256884929
b3495,11.46558739,11.24587566,11.24369295,11.24352482
b3496,3.693910707,4.027959429,3.913301267,3.701965198
b3497,4.867701735,4.964688089,5.280858369,5.278330899
b3498,7.021965002,7.098179971,7.440151539,7.525995548
b3499,6.295365701,6.341766943,6.119208128,6.189611873
b3500,7.287183942,7.353066845,7.274363603,7.324822058
b4613,7.305853125,6.757446405,8.452219509,8.430578861
b3501,2.392398053,3.244649917,3.860385756,3.195887504
b3502,2.772265308,2.499089268,3.388965387,3.242292333
b3503,4.39329898,4.306547244,4.462191821,4.67932794
b3504,0.628851979,0.861849094,0.321540621,0.232523562
b3505,7.100915381,7.185952792,7.073756257,6.799597389
b3506,8.003558873,7.907407944,7.773066623,7.808154092
b3507,4.195033372,3.564812813,3.792103192,3.775963582
b3508,5.233992745,5.307350008,4.463640213,4.582492365
b3509,10.04538813,9.95348754,10.25736374,10.34768158
b3510,10.81402113,10.61864884,10.49331478,10.60572197
b3511,7.834664893,7.886974173,7.840831729,7.75736188
b3512,7.344109019,7.262392425,7.138207934,7.304705747
b3513,4.738633494,5.033433011,4.886964928,5.043523288
b3514,4.118877168,4.43576447,4.442212058,4.454965652
b3515,7.023590185,6.895104241,6.33102928,6.448405943
b3516,8.050067651,7.949376438,7.808069234,7.768496332
b3517,7.742271705,7.812952566,7.68928769,7.804903204
b3518,2.618733201,2.498664492,2.444844052,2.937488661
b3519,5.746486523,5.876605455,6.278233043,6.30916257
b3520,3.42001671,3.279536523,3.75495224,3.856974644
b3521,4.116557197,4.373732996,4.643533339,4.439143034
b3522,5.867273045,6.063037557,6.198282874,6.282499376
b3523,8.983561275,9.097830894,9.207214269,9.199710238
b3524,4.877267334,4.753289675,4.876243178,5.000150426
b3525,1.205442406,1.56267759,1.04339587,0.982253351
b3526,6.069363558,6.01055156,6.009391069,6.032302493
b3527,5.181478474,5.446408271,5.697593134,5.560327501
b3528,5.84562691,5.812298468,4.633631563,4.791581357
b3529,4.616733394,4.45116319,4.804164096,4.621956266
b3530,3.921062032,4.14592745,4.300646896,4.226151354
b3531,3.17056852,3.260878816,3.363695004,3.027645701
b3532,3.204144324,3.364447984,3.570803394,3.537505058
b3533,2.41701078,2.529818728,2.410672031,2.500516343
b3534,4.536153714,5.082511789,4.107114904,4.315033981
b3535,6.511328239,6.179135853,5.951919794,6.17700911
b3536,7.037623675,6.972459467,6.87660875,6.877298833
b3537,5.869563221,6.282772613,6.450839764,6.344716933
b3538,5.956513338,5.930680406,5.738408702,5.630710797
b4453,3.362845518,4.287395869,4.825384395,4.794826778
b3539,4.079203873,4.239808784,3.8613292,3.722567829
b3540,6.842739904,6.967929114,4.397018445,4.48583407
b3541,6.475837404,6.638395376,4.770507494,4.639801353
b3542,5.607780136,5.774374751,3.479290445,3.847372464
b3543,5.800710153,6.181922934,3.571114251,3.730874288
b3544,9.738169156,9.888429129,9.522116144,9.501428541
b3546,4.079601609,4.216514038,4.153526971,4.055247051
b3547,1.620197564,1.883385518,2.041732466,2.096118386
b3548,6.008528012,6.297306513,6.24886326,6.198224224
b3549,5.906569252,6.458104085,6.226292112,6.272181767
b3550,5.239230908,5.033886015,4.911870207,4.924430221
b3551,5.690431854,5.887244592,5.95043367,6.10097656
b3552,4.427426865,4.762789183,4.683363608,4.557134821
b3553,8.569617435,8.577213218,8.803804838,8.735259929
b3554,8.177448703,8.157792873,7.94747139,7.949112127
b3555,8.97637399,8.880029238,9.365085161,9.40776642
b3556,11.21528977,11.36926916,8.618931677,8.528764578
b4455,1.065343465,0,1.583670517,0.765155412
b3557,3.647260575,2.754833625,2.968993444,3.56890708
b3558,1.905758985,1.743510052,2.197465016,1.863186509
b3559,8.551098861,8.679915412,8.620192626,8.626654451
b3560,9.0593821,9.25031612,8.932978512,8.901063819
b4553,3.900288873,4.334526039,3.725039304,3.592150112
b3561,3.306849748,2.812876914,3.149739682,2.957928029
b3562,1.718136888,1.946799361,1.831149354,1.882842065
b3563,0.983787371,0,1.758201369,1.52494012
b3564,2.484386805,2.405309506,2.691690328,2.87307839
b3565,3.658256408,3.625625873,3.640632962,3.614144036
b3566,1.747169902,1.592166328,1.914445901,1.502006728
b3567,1.613490667,1.636271386,2.170287004,2.160450845
b3568,2.390420537,2.200768226,2.703859757,2.535858408
b3569,4.600189141,4.642234464,4.813982227,4.81938763
b3570,8.014331637,7.994665849,8.205091352,8.237097207
b3571,2.954137929,3.519491419,3.54631793,3.331164008
b3572,8.463881684,8.573487852,8.210387062,8.228764096
b3573,3.983062816,3.715490921,3.773907244,3.509320215
b3574,6.466445812,6.587294184,6.810205122,6.736670802
b3575,1.002935292,1.323189264,1.395852584,1.652039068
b3576,0.440652887,1.380338857,0.521364533,0.543396979
b3577,0,0,0,0.293729618
b3578,0.335282855,0.257864372,0.399247858,0.416836765
b3579,0.59277079,0.591503915,1.289755324,1.059641555
b3580,1.156027893,1.665392301,1.504472541,1.585889098
b3581,1.467320762,1.864224319,1.507756598,1.7049138
b3582,1.735526452,2.570067556,2.185623962,2.31555069
b3583,3.233727053,3.033367479,3.414057934,3.575125381
b3584,2.204699736,1.887636968,2.104070884,2.011955271
b3585,3.602315989,3.588645115,3.618625252,3.696615531
b3586,1.38812302,1.070310882,1.335150645,1.704536757
b3587,0,1.729387748,1.174769732,0.993517507
b3588,2.95138722,3.265048835,4.088943033,4.173033212
b3589,0.195498755,0.283462973,0.436898595,0.876711051
b3590,6.037746964,6.254993026,6.540566962,6.537460106
b3591,6.072423266,6.045356107,6.278297344,6.170863471
b3592,6.744650858,6.947052338,6.580005915,6.762333787
b3593,1.793616638,2.133594857,2.305226288,2.376921695
b3594,3.499820065,3.68569431,3.330923824,3.286969128
b3595,3.259007494,2.81903305,2.826674612,2.628509436
b3596,1.291267816,1.058486034,1.346746723,1.625285245
b4650,0,0.994591317,0.85474323,0.887101992
b4615,1.580250069,0.802720151,0.683766192,0.967640422
b3597,2.548963781,2.545844251,3.302953845,3.214729376
b3598,3.476642542,3.885612197,4.618920697,4.201345597
b3599,5.850170922,5.731719796,5.819035095,5.820917836
b3600,6.670029055,6.530218972,6.851147642,6.816205683
b3601,6.312363922,6.51060071,5.993484214,6.195043317
b4554,7.156876236,6.834746925,7.305242114,7.474574026
b3602,7.782801092,7.980094288,7.462576132,7.305210141
b3603,4.52404858,4.377511858,4.778731361,4.767699497
b3604,3.884612417,4.200256573,4.264731868,4.390511254
b3605,5.145275708,5.324113209,5.278099185,5.282583699
b3606,5.093960862,4.747154824,4.987813541,5.151703837
b3607,7.805427234,7.980913053,7.320725601,7.187769399
b3608,8.010285391,8.004242162,8.270930885,8.351411798
b3609,9.62065547,9.747910556,9.659499523,9.659990987
b3610,9.208065987,9.097706445,9.904166808,9.851648106
b3611,8.441865163,8.39327153,8.518521862,8.522316314
b3612,8.482391899,8.66432378,8.495256084,8.478980701
b3613,7.081147559,7.038003754,7.091839171,6.960130452
b3614,5.681663077,5.872295285,5.66875592,5.61626175
b3615,0.570049509,0.312265615,1.249662325,1.463626266
b3616,5.874830648,5.877127768,6.003223835,6.084674103
b3617,5.221595893,5.640808106,5.455810601,5.459738629
b3618,5.815994869,5.692718058,5.262931896,5.414980788
b3619,8.86246267,9.016386902,8.591496768,8.579508625
b3620,7.306321012,7.487423017,7.296901306,7.246854419
b3621,5.977171193,5.928918731,6.143893791,6.216479234
b3622,6.422623802,6.28208278,5.770812239,5.810694468
b3623,5.785798352,5.800304589,5.414025789,5.411323521
b3624,5.069198611,5.25860396,4.758279133,4.907810566
b3625,5.744615621,5.837369535,5.248482135,5.361688268
b3626,5.555430645,5.243744307,5.135644398,5.034886284
b3627,5.561321782,5.773494103,5.600985911,5.700368104
b3628,5.529822008,5.232306061,5.592550759,5.578237779
b3629,5.626529441,5.415680002,5.113861496,5.151116273
b3630,5.589065719,5.728702403,5.533408031,5.669436131
b3631,5.921001692,5.952255807,6.18051576,5.852950484
b3632,6.014372845,6.141533927,6.281074166,6.289998717
b3633,6.985394398,7.148825485,6.44956577,6.39798371
b3634,6.084729384,5.916526404,5.54306757,5.826437524
b3635,4.078289547,4.332316316,4.539714783,4.676810755
b3636,11.41499292,11.5346131,11.28332008,11.42189928
b3637,12.87593465,12.62939462,12.57741067,12.59041999
b3638,7.102672904,7.386887039,6.249160755,6.160970107
b3639,7.049220439,7.274611511,7.58279417,7.52106113
b3640,8.725689857,8.800349905,8.731259912,8.680707634
b3641,7.709722741,7.717510151,7.917382134,7.886166822
b3642,3.912814475,4.051670439,3.458894605,3.644248363
b3643,7.228119409,7.080452224,7.140750934,7.044658062
b3644,7.716714853,7.704318061,7.844474532,7.838811301
b3645,2.942444751,2.880986974,3.890318273,3.920402626
b3646,2.48510561,3.184963442,2.356333524,2.041742658
b3647,2.130053634,2.408643574,1.873059624,1.825309133
b3648,8.281903024,8.236577906,8.393601486,8.394475394
b3649,9.186088033,9.098955859,9.513764079,9.640801673
b3650,8.219268935,8.406620509,8.175689844,8.136184509
b3651,6.943836698,7.269881994,6.765112333,6.680921787
b3652,6.270562326,6.363330679,6.078688941,6.080578322
b3653,5.161651424,5.180169305,5.322727175,5.410566963
b3654,7.777818168,7.82106325,7.475272452,7.490012371
b3655,6.031817685,6.189085919,6.328153407,6.285173891
b3656,2.525563437,2.922028448,2.708099519,2.678081578
b3657,0.786834757,1.489794175,1.389776616,1.590800079
b3659,1.182506647,0.883047365,1.139761051,1.392755252
b3660,4.980800682,4.93096409,5.257824918,5.0781542
b3661,8.081366156,8.129932296,8.78638694,8.82682637
b4555,3.927501508,4.027959429,4.32596284,4.686814958
b3662,4.087627837,4.500186924,3.981508127,4.154221273
b3663,4.53249208,4.528891607,4.346122794,4.226544508
b3664,1.393939247,1.208803996,0.994163167,1.662061654
b3665,3.648762398,3.852697148,3.737314073,3.658773748
b3666,1.138154474,0.781333265,1.383996984,1.343584419
b3667,3.632095335,3.735112858,3.625719251,3.636093613
b3668,3.960797847,3.96754386,3.973314952,4.131028157
b3669,7.159896266,7.323054792,7.268897135,7.302271767
b3670,8.287142546,8.382087401,7.967122004,7.961560945
b3671,8.658739621,8.954327561,8.540658865,8.507724517
b3672,9.785428104,9.447677569,10.85167937,10.98515378
b4618,6.971024874,6.534629393,8.843555859,9.037423233
b3673,0.884771338,1.308865766,0.755043947,0.928442656
b3674,2.883285525,2.912473824,2.612023733,2.518108181
b3675,4.346455804,4.132286063,4.038593738,4.178035031
b3676,4.874965704,3.942455371,4.72605524,4.58899397
b3677,4.116557197,4.231577325,3.674781595,3.74072234
b3678,1.925047472,1.741476802,1.669845651,1.654998812
b3679,0.90828167,1.209008414,1.006572873,0.905519071
b3680,2.764899653,2.781393685,2.444584876,2.620129672
b3681,2.445626219,2.296941205,2.682560466,2.508418873
b3682,1.022875017,1.347049783,0.878434198,1.214981476
b3683,0.380771904,0.746584348,0.941235575,0.90317387
b3684,2.1691079,2.274164694,1.830754762,2.453731025
b3685,5.301032805,5.123509077,4.983892832,5.155701394
b3686,3.136495884,3.522846097,5.403100023,5.354683217
b3687,6.571194696,6.53650845,8.013261907,7.971537672
b3688,7.501687225,7.489929672,7.775466451,7.78481356
b3689,4.857831323,5.164772938,4.897832068,4.776885932
b3690,2.204898619,2.019002693,2.5316441,2.268724398
b3691,1.990512352,1.813393727,1.939638091,1.89981966
b4478,2.536416735,2.687507271,2.849149709,2.799445122
b4477,1.889531559,2.214882456,2.86064969,2.317123846
b3693,2.972120804,3.253431918,3.187761464,3.473333962
b4479,5.000575566,5.007806962,5.175339721,5.075958663
b3696,3.930698408,3.495523636,4.00352493,3.554838676
b3697,7.31406596,7.469882993,7.286442097,7.168325896
b3698,6.317786751,6.102239023,6.090489511,6.17700911
b3699,7.470741214,7.624706423,7.492263325,7.403277816
b3700,5.395545605,5.57921187,5.075591204,5.008659055
b3701,7.55628664,7.576779222,7.243439259,7.152291231
b3702,8.037393256,8.007582766,7.703895232,7.654590948
b4757,3.949301417,3.738909437,4.776574497,4.706319598
b3703,11.03428226,10.48074579,11.09383824,11.23229832
b3704,10.17076645,10.38481159,9.253801521,9.263616517
b4557,8.504697651,8.521389002,8.365812353,8.347969081
b3705,9.044982302,9.062416823,8.945437652,8.87372939
b3706,6.230689152,6.373395476,6.57705376,6.564123007
b3707,2.942444751,3.841914282,2.34327187,3.257392306
b3708,2.835785197,3.073586612,2.223050582,2.210448248
b3709,0.487353282,0.849316807,0.860931257,0.753690211
b3710,2.771566998,2.659251005,2.710077297,2.564309199
b3711,4.295238452,4.414254985,4.351744417,4.235620102
b3712,5.886989433,5.755533241,6.018682564,6.061533618
b3713,6.54360551,6.562502913,6.990003529,7.099105136
b3714,7.930120467,7.937416397,7.633980567,7.630118332
b3715,5.372044947,5.310387374,5.29413837,5.358126375
b3716,3.50580627,3.408680693,4.114717315,3.582267198
b3717,4.056359599,4.420716313,4.16809435,4.316925013
b3718,2.605737783,2.36492824,2.90321434,2.821621705
b3719,1.440765293,1.547920671,1.920673572,2.275650963
b3720,1.408280422,0.826509113,1.562106842,1.444125518
b3721,1.046022554,1.044083058,1.057518666,0.988936362
b3722,0.918533398,0.616098166,0.815052701,0.650694194
b3723,0.67735493,0.675946016,0.889007139,0.821507574
b3724,6.433481757,6.368921906,6.513456828,6.432290138
b3725,6.724600762,6.758677026,6.945583998,6.747904077
b3726,5.536252714,5.614759408,5.405496671,5.486898568
b3727,5.34712789,5.415680002,5.680742876,5.658272164
b3728,6.899147523,6.917567302,7.065870718,6.969297113
b3729,9.286962457,9.301340747,8.861277121,8.824264115
b3730,8.750990175,8.833996416,8.203473766,8.206885296
b3731,11.01043339,10.83559882,10.91481646,10.86091817
b3732,10.89080262,10.94906441,10.95466235,10.90589028
b3733,10.8824544,10.97195332,11.16155925,11.094147
b3734,11.10023492,11.06685328,11.12207814,11.07776006
b3735,11.06963187,11.19465128,11.19525149,11.14305903
b3736,11.21707234,11.2579992,11.6293812,11.58099277
b3737,11.2132464,11.02530672,11.74825619,11.76707755
b3738,10.34396765,10.40164671,10.4603096,10.39949178
b3739,8.965501189,8.93102917,9.251493527,9.277136182
b3740,5.931037435,5.998406125,5.799245082,5.569347799
b3741,7.138879492,7.085869078,6.930053131,6.922235362
b3742,8.847809268,8.847586823,8.716344504,8.676374317
b3743,5.239798615,5.31065507,5.250252251,5.111805358
b3744,5.584106268,5.724832999,5.25689531,5.345726108
b3745,4.993519662,5.090554117,5.15606828,5.234021415
b3746,5.561743202,5.418500684,5.817327929,5.748597743
b3747,5.150840167,5.24545679,4.88551157,4.941174923
b3748,6.46873868,6.85715188,6.387208993,6.466123886
