regulator,gene_id,effect
gadX,b3495,+-
gadX,b3506,+
gadX,b3507,+
gadX,b3508,+-
gadX,b3509,+-
gadX,b3510,+-
gadX,b3511,+
gadX,b3512,+
gadX,b3513,+
gadX,b3514,+
gadX,b3515,+-
gadX,b3516,+
gadX,b3517,+
gadX,b3922,+-
gadX,b3923,+-
gadX,b3966,-
gadX,b3967,-
gadX,b4131,+
gadX,b4132,+
gadX,b4409,+-
galR,b0756,+-
galR,b0757,+-
galR,b0758,+-
galR,b0759,+-
galR,b2148,-
galR,b2149,-
galR,b2150,-
galR,b2151,-
galR,b2837,-
galR,b2943,-
galS,b0756,+-
galS,b0757,+-
galS,b0758,+-
galS,b0759,+-
galS,b2148,-
galS,b2149,-
galS,b2150,-
galS,b2151,-
galS,b2837,-
galS,b2943,-
gatR,b2091,-
gatR,b2093,-
gatR,b2094,-
gatR,b2095,-
gatR,b2096,-
gcvA,b2808,-
gcvA,b2903,+-
gcvA,b2904,+-
gcvA,b2905,+-
glcC,b2975,+
glcC,b2976,+
glcC,b2977,+
glcC,b2979,+
glcC,b2980,-
glcC,b4467,+
glcC,b4468,+
glpR,b2239,-
glpR,b2240,-
glpR,b2241,-
glpR,b2242,-
glpR,b2243,-
glpR,b3426,-
glpR,b3925,-
glpR,b3926,-
glpR,b3927,-
glrR,b2570,+
glrR,b2571,+
glrR,b2572,+
glrR,b2573,+
gntR,b1850,-
gntR,b1851,-
gntR,b3413,-
gntR,b3414,-
gntR,b3415,-
gntR,b3437,-
gntR,b4264,-
gntR,b4265,-
gntR,b4266,-
gntR,b4267,-
gntR,b4268,-
gntR,b4476,-
gutM,b2702,+
gutM,b2703,+
gutM,b2704,+
gutM,b2705,+
gutM,b2706,+
gutM,b2707,+
gutM,b2708,+
h-NS,b0019,-
h-NS,b0020,-
h-NS,b0034,-
h-NS,b0036,-
h-NS,b0037,-
h-NS,b0038,-
h-NS,b0039,-
h-NS,b0040,-
h-NS,b0076,-
h-NS,b0077,-
h-NS,b0078,-
h-NS,b0161,-
h-NS,b0342,-
h-NS,b0343,-
h-NS,b0344,-
h-NS,b0435,-
h-NS,b0564,-
h-NS,b0585,+
h-NS,b0586,+
h-NS,b0587,+
h-NS,b0733,-
h-NS,b0734,-
h-NS,b0756,-
h-NS,b0757,-
h-NS,b0758,-
h-NS,b0759,-
h-NS,b0812,-
h-NS,b0880,+
h-NS,b0889,-
h-NS,b0921,+
h-NS,b0922,+
h-NS,b0923,+
h-NS,b0924,+
h-NS,b1037,-
h-NS,b1038,-
h-NS,b1039,-
h-NS,b1040,-
h-NS,b1182,+-
h-NS,b1237,-
h-NS,b1257,-
h-NS,b1258,-
h-NS,b1259,-
h-NS,b1482,-
h-NS,b1499,-
h-NS,b1501,-
h-NS,b1597,-
h-NS,b1599,-
h-NS,b1600,-
h-NS,b1891,+
h-NS,b1892,+
h-NS,b1905,-
h-NS,b1920,+
h-NS,b1921,+
h-NS,b1922,+
h-NS,b1923,+
h-NS,b1951,-
h-NS,b1967,-
h-NS,b2216,-
h-NS,b2217,-
h-NS,b2234,-
h-NS,b2235,-
h-NS,b2236,-
h-NS,b2306,+
h-NS,b2307,+
h-NS,b2308,+
h-NS,b2309,+
h-NS,b2369,-
h-NS,b2370,-
h-NS,b2421,-
h-NS,b2422,-
h-NS,b2423,-
h-NS,b2424,-
h-NS,b2425,-
h-NS,b2535,+
h-NS,b2659,+
h-NS,b2660,+
h-NS,b2661,+
h-NS,b2662,+
h-NS,b2663,+
h-NS,b2669,-
h-NS,b2677,-
h-NS,b2678,-
h-NS,b2679,-
h-NS,b2702,+
h-NS,b2703,+
h-NS,b2704,+
h-NS,b2705,+
h-NS,b2706,+
h-NS,b2707,+
h-NS,b2708,+
h-NS,b2754,-
h-NS,b2755,-
h-NS,b2756,-
h-NS,b2757,-
h-NS,b2758,-
h-NS,b2760,-
h-NS,b2782,+
h-NS,b2783,+
h-NS,b2784,+
h-NS,b2912,-
h-NS,b3124,-
h-NS,b3125,-
h-NS,b3126,-
h-NS,b3127,-
h-NS,b3265,-
h-NS,b3266,-
h-NS,b3322,-
h-NS,b3335,-
h-NS,b3338,-
h-NS,b3365,-
h-NS,b3366,-
h-NS,b3367,-
h-NS,b3368,-
h-NS,b3491,-
h-NS,b3506,-
h-NS,b3507,-
h-NS,b3508,-
h-NS,b3509,-
h-NS,b3510,-
h-NS,b3511,-
h-NS,b3512,-
h-NS,b3513,-
h-NS,b3514,-
h-NS,b3515,-
h-NS,b3516,-
h-NS,b3517,-
h-NS,b3556,-
h-NS,b3665,-
h-NS,b3721,-
h-NS,b3722,-
h-NS,b3723,-
h-NS,b4116,-
h-NS,b4117,-
h-NS,b4131,-
h-NS,b4132,-
h-NS,b4133,-
h-NS,b4237,-
h-NS,b4238,-
h-NS,b4312,-
h-NS,b4313,-
h-NS,b4314,+
h-NS,b4315,+
h-NS,b4316,+
h-NS,b4317,+
h-NS,b4318,+
h-NS,b4319,+
h-NS,b4320,+
h-NS,b4364,-
h-NS,b4366,-
h-NS,b4480,-
h-NS,b4511,+
hU,b0687,-
hU,b0688,-
hU,b0756,-
hU,b0757,-
hU,b0758,-
hU,b0759,-
hU,b1907,-
hU,b3161,-
hcaR,b2537,-
hcaR,b2538,+
hcaR,b2539,+
hcaR,b2540,+
hcaR,b2541,+
hcaR,b2542,+
hdfR,b1891,-
hdfR,b1892,-
hdfR,b3212,+
hdfR,b3213,+
hdfR,b3214,+
higA,b3082,-
higA,b3083,-
higB;higA,b3082,-
higB;higA,b3083,-
hipAB,b1507,-
hipAB,b1508,-
hipAB,b2782,-
hipAB,b2783,-
hipAB,b2784,-
hipB,b1507,-
hipB,b1508,-
hipB,b2782,-
hipB,b2783,-
hipB,b2784,-
hipB,b3081,-
his-tRNA,b2019,-
his-tRNA,b2020,-
his-tRNA,b2021,-
his-tRNA,b2022,-
his-tRNA,b2023,-
his-tRNA,b2024,-
his-tRNA,b2025,-
his-tRNA,b2026,-
hprR,b0428,-
hprR,b0429,-
hprR,b0430,-
hprR,b0431,-
hprR,b0432,-
hprR,b0570,+
hprR,b0571,+
hprR,b0572,+
hprR,b0573,+
hprR,b0574,+
hprR,b0575,+
hprR,b1970,+
hyfR,b2482,+
hyfR,b2484,+
hyfR,b2486,+
hyfR,b2487,+
hyfR,b2489,+
hyfR,b2491,+
hyfR,b2492,+
hypT,b0197,+
hypT,b0198,+
hypT,b0199,+
hypT,b0733,+
hypT,b0734,+
hypT,b2762,+
hypT,b3939,+
hypT,b3940,+
hypT,b4287,-
hypT,b4288,-
hypT,b4289,-
hypT,b4290,-
hypT,b4291,-
iclR,b4014,-
iclR,b4015,-
iclR,b4016,-
iclR,b4018,-
idnR,b3437,-
idnR,b4264,+
idnR,b4265,+
idnR,b4266,+
idnR,b4267,+
idnR,b4268,+
idnR,b4476,-
ihf,b0032,+-
ihf,b0033,+-
ihf,b0048,+
ihf,b0124,+
ihf,b0125,-
ihf,b0720,+
ihf,b0726,-
ihf,b0727,-
ihf,b0728,-
ihf,b0729,-
ihf,b0809,+
ihf,b0810,+
ihf,b0811,+
ihf,b0812,+
ihf,b0894,-
ihf,b0895,-
ihf,b0896,-
ihf,b0903,+
ihf,b0904,+
ihf,b0912,-
ihf,b0929,+-
ihf,b0933,+-
ihf,b0934,+-
ihf,b0935,+-
ihf,b0936,+-
ihf,b0937,+-
ihf,b1037,+
ihf,b1038,+
ihf,b1039,+
ihf,b1040,+
ihf,b1109,-
ihf,b1210,+
ihf,b1211,+
ihf,b1212,+
ihf,b1223,+
ihf,b1224,+
ihf,b1225,+
ihf,b1226,+
ihf,b1227,+
ihf,b1304,+
ihf,b1305,+
ihf,b1306,+
ihf,b1308,+
ihf,b1334,+
ihf,b1387,+
ihf,b1388,+
ihf,b1389,+
ihf,b1390,+
ihf,b1391,+
ihf,b1392,+
ihf,b1393,+
ihf,b1394,+
ihf,b1395,+
ihf,b1397,+
ihf,b1398,+
ihf,b1480,+
ihf,b1507,+
ihf,b1508,+
ihf,b1656,-
ihf,b1679,+
ihf,b1680,+
ihf,b1681,+
ihf,b1682,+
ihf,b1683,+
ihf,b1684,+
ihf,b1712,-
ihf,b1739,-
ihf,b1891,-
ihf,b1892,-
ihf,b1907,-
ihf,b1920,-
ihf,b1921,-
ihf,b1922,-
ihf,b2163,+
ihf,b2215,-
ihf,b2221,+
ihf,b2222,+
ihf,b2223,+
ihf,b2224,+
ihf,b2239,-
ihf,b2240,-
ihf,b2276,-
ihf,b2277,-
ihf,b2278,-
ihf,b2279,-
ihf,b2280,-
ihf,b2281,-
ihf,b2282,-
ihf,b2283,-
ihf,b2284,-
ihf,b2285,-
ihf,b2286,-
ihf,b2287,-
ihf,b2288,-
ihf,b2435,-
ihf,b2436,-
ihf,b2570,-
ihf,b2571,-
ihf,b2572,-
ihf,b2573,-
ihf,b2677,+
ihf,b2678,+
ihf,b2679,+
ihf,b2710,+-
ihf,b2711,+-
ihf,b2717,+
ihf,b2718,+
ihf,b2719,+
ihf,b2720,+
ihf,b2721,+
ihf,b2722,+
ihf,b2723,+
ihf,b2724,+
ihf,b2725,+
ihf,b2726,+
ihf,b2727,+
ihf,b2728,+
ihf,b2729,+
ihf,b2730,+
ihf,b2731,+
ihf,b2762,+
ihf,b2763,+
ihf,b2764,+
ihf,b2975,+
ihf,b2976,+
ihf,b2977,+
ihf,b2979,+
ihf,b3073,?
ihf,b3113,+
ihf,b3114,+
ihf,b3115,+
ihf,b3116,+
ihf,b3117,+
ihf,b3118,+
ihf,b3161,-
ihf,b3212,+
ihf,b3213,+
ihf,b3214,+
ihf,b3227,+
ihf,b3260,+
ihf,b3261,+
ihf,b3365,+-
ihf,b3366,+-
ihf,b3367,+-
ihf,b3368,+-
ihf,b3404,-
ihf,b3405,-
ihf,b3421,+
ihf,b3461,+
ihf,b3494,-
ihf,b3495,+
ihf,b3540,+
ihf,b3541,+
ihf,b3542,+
ihf,b3543,+
ihf,b3544,+
ihf,b3574,-
ihf,b3575,+
ihf,b3576,+
ihf,b3577,+
ihf,b3578,+
ihf,b3579,+
ihf,b3580,+
ihf,b3581,+
ihf,b3582,+
ihf,b3583,+
ihf,b3686,+
ihf,b3724,+
ihf,b3725,+
ihf,b3726,+
ihf,b3727,+
ihf,b3728,+
ihf,b3766,+-
ihf,b3769,+-
ihf,b3770,+-
ihf,b3771,+-
ihf,b3772,+-
ihf,b3908,-
ihf,b4014,+
ihf,b4015,+
ihf,b4016,+
ihf,b4026,+
ihf,b4027,+
ihf,b4028,+
ihf,b4029,+
ihf,b4039,-
ihf,b4040,-
ihf,b4050,+
ihf,b4067,-
ihf,b4068,-
ihf,b4069,-
ihf,b4070,+-
ihf,b4071,+-
ihf,b4072,+-
ihf,b4073,+-
ihf,b4074,+-
ihf,b4076,+-
ihf,b4117,+
ihf,b4192,-
ihf,b4193,-
ihf,b4195,-
ihf,b4196,-
ihf,b4197,-
ihf,b4198,-
ihf,b4312,+
ihf,b4314,+
ihf,b4315,+
ihf,b4316,+
ihf,b4317,+
ihf,b4318,+
ihf,b4319,+
ihf,b4320,+
ihf,b4376,-
ihf,b4467,+
ihf,b4468,+
ihf,b4471,+
ihf,b4475,+
ile-tRNA,b0002,-
ile-tRNA,b0003,-
ile-tRNA,b0004,-
ile-tRNA,b3769,-
ile-tRNA,b3770,-
ile-tRNA,b3771,-
ile-tRNA,b3772,-
ile-tRNA,b4488_1,-
ile-tRNA,b4488_2,-
ilvY,b3773,-
ilvY,b3774,+
iscR,b0156,-
iscR,b0972,-
iscR,b0973,-
iscR,b0974,-
iscR,b0975,-
iscR,b0976,-
iscR,b0977,-
iscR,b1679,+
iscR,b1680,+
iscR,b1681,+
iscR,b1682,+
iscR,b1683,+
iscR,b1684,+
iscR,b1706,+
iscR,b2202,-
iscR,b2203,-
iscR,b2204,-
iscR,b2205,-
iscR,b2206,-
iscR,b2207,-
iscR,b2208,-
iscR,b2528,-
iscR,b2529,-
iscR,b2530,-
iscR,b2531,-
iscR,b2630,-
iscR,b2631,-
iscR,b2673,+
iscR,b2674,+
iscR,b2675,+
iscR,b2676,+
iscR,b3414,-
kdgR,b1850,-
kdgR,b1851,-
kdpE,b0696,+
kdpE,b0697,+
kdpE,b0698,+
lacI,b0342,-
lacI,b0343,-
lacI,b0344,-
leu-tRNA,b0071,-
leu-tRNA,b0072,-
leu-tRNA,b0073,-
leu-tRNA,b0074,-
leu-tRNA,b3670,-
leu-tRNA,b3671,-
leu-tRNA,b3769,-
leu-tRNA,b3770,-
leu-tRNA,b3771,-
leu-tRNA,b3772,-
leu-tRNA,b4488_1,-
leu-tRNA,b4488_2,-
leuO,b0071,+
leuO,b0072,+
leuO,b0073,+
leuO,b0074,+
leuO,b0076,+-
leuO,b2754,+
leuO,b2755,+
leuO,b2756,+
leuO,b2757,+
leuO,b2758,+
leuO,b2760,+
leuO,b3721,+
leuO,b3722,+
leuO,b3723,+
leuO,b4133,-
leuO,b4366,+
lexA,b0060,-
lexA,b0083,-
lexA,b0084,-
lexA,b0085,-
lexA,b0086,-
lexA,b0087,-
lexA,b0088,-
lexA,b0089,-
lexA,b0090,-
lexA,b0091,-
lexA,b0092,-
lexA,b0093,-
lexA,b0094,-
lexA,b0095,-
lexA,b0096,-
lexA,b0225,-
lexA,b0226,-
lexA,b0231,-
lexA,b0232,-
lexA,b0233,-
lexA,b0234,-
lexA,b0685,-
lexA,b0708,-
lexA,b0779,-
lexA,b0799,-
lexA,b0800,-
lexA,b0890,-
lexA,b0958,-
lexA,b1061,-
lexA,b1183,-
lexA,b1184,-
lexA,b1728,-
lexA,b1741,-
lexA,b1848,-
lexA,b1860,-
lexA,b1861,-
lexA,b1913,-
lexA,b1914,-
lexA,b2009,-
lexA,b2616,-
lexA,b2698,-
lexA,b2699,-
lexA,b2819,-
lexA,b2820,-
lexA,b2821,-
lexA,b3065,-
lexA,b3066,-
lexA,b3067,-
lexA,b3558,-
lexA,b3645,-
lexA,b3813,-
lexA,b3822,-
lexA,b4043,-
lexA,b4044,-
lexA,b4058,-
lexA,b4059,-
lldR,b3603,+-
lldR,b3604,+-
lldR,b3605,+-
lrhA,b0076,+
lrhA,b1891,-
lrhA,b1892,-
lrhA,b2289,+
lrhA,b4313,+
lrp,b0002,+-
lrp,b0003,+-
lrp,b0004,+-
lrp,b0071,+-
lrp,b0072,+-
lrp,b0073,+-
lrp,b0074,+-
lrp,b0077,+-
lrp,b0078,+-
lrp,b0093,-
lrp,b0094,-
lrp,b0095,-
lrp,b0139,+-
lrp,b0237,+-
lrp,b0294,+-
lrp,b0306,+-
lrp,b0307,+-
lrp,b0308,+-
lrp,b0401,-
lrp,b0402,+-
lrp,b0415,+-
lrp,b0416,+-
lrp,b0565,+-
lrp,b0753,+-
lrp,b0754,+-
lrp,b0788,+-
lrp,b0789,+-
lrp,b0790,+-
lrp,b0802,+-
lrp,b0854,+-
lrp,b0855,+-
lrp,b0856,+-
lrp,b0857,+-
lrp,b0861,+-
lrp,b0862,+-
lrp,b0863,+-
lrp,b0864,+-
lrp,b0868,+-
lrp,b0889,-
lrp,b0899,+-
lrp,b0907,+-
lrp,b0908,+-
lrp,b0928,+-
lrp,b1063,+-
lrp,b1116,+-
lrp,b1117,+-
lrp,b1118,+-
lrp,b1119,+-
lrp,b1189,+-
lrp,b1190,+-
lrp,b1198,+-
lrp,b1199,+-
lrp,b1200,+-
lrp,b1241,+-
lrp,b1243,+-
lrp,b1244,+-
lrp,b1245,+-
lrp,b1246,+-
lrp,b1247,+-
lrp,b1273,+-
lrp,b1284,+-
lrp,b1323,+-
lrp,b1333,+-
lrp,b1482,+-
lrp,b1498,-
lrp,b1605,+-
lrp,b1606,+-
lrp,b1634,+-
lrp,b1744,+-
lrp,b1745,+-
lrp,b1746,+-
lrp,b1747,+-
lrp,b1748,+-
lrp,b1798,+-
lrp,b1814,+-
lrp,b1907,+-
lrp,b1957,+-
lrp,b2012,+-
lrp,b2013,+-
lrp,b2119,+-
lrp,b2120,+-
lrp,b2121,+-
lrp,b2122,+-
lrp,b2156,+
lrp,b2163,+
lrp,b2175,+-
lrp,b2202,+-
lrp,b2203,+-
lrp,b2204,+-
lrp,b2205,+-
lrp,b2206,+-
lrp,b2207,+-
lrp,b2208,+-
lrp,b2209,+-
lrp,b2210,+-
lrp,b2211,+
lrp,b2215,-
lrp,b2289,+-
lrp,b2290,+-
lrp,b2298,+-
lrp,b2341,+
lrp,b2342,+
lrp,b2343,+-
lrp,b2449,+-
lrp,b2497,-
lrp,b2498,-
lrp,b2499,-
lrp,b2500,-
lrp,b2502,+-
lrp,b2535,+-
lrp,b2659,+
lrp,b2660,+
lrp,b2661,+
lrp,b2662,+
lrp,b2663,+
lrp,b2669,+-
lrp,b2670,+
lrp,b2796,+-
lrp,b2797,+-
lrp,b2844,+-
lrp,b2903,+
lrp,b2904,+
lrp,b2905,+
lrp,b2912,-
lrp,b2913,+-
lrp,b2923,+
lrp,b2942,+-
lrp,b2957,+-
lrp,b3073,-
lrp,b3089,+-
lrp,b3113,+-
lrp,b3114,+-
lrp,b3115,+-
lrp,b3116,+-
lrp,b3117,+-
lrp,b3118,+-
lrp,b3161,+-
lrp,b3212,+-
lrp,b3213,+-
lrp,b3214,+-
lrp,b3238,+-
lrp,b3418,+
lrp,b3439,+-
lrp,b3454,-
lrp,b3455,-
lrp,b3456,-
lrp,b3457,-
lrp,b3458,-
lrp,b3460,-
lrp,b3496,+-
lrp,b3508,-
lrp,b3509,-
lrp,b3510,-
lrp,b3523,+-
lrp,b3540,+-
lrp,b3541,+-
lrp,b3542,+-
lrp,b3543,+-
lrp,b3544,+-
lrp,b3572,+-
lrp,b3616,+-
lrp,b3617,+-
lrp,b3670,+-
lrp,b3671,+-
lrp,b3672,+-
lrp,b3673,+-
lrp,b3766,-
lrp,b3769,+-
lrp,b3770,+-
lrp,b3771,+-
lrp,b3772,+-
lrp,b4014,+-
lrp,b4015,+-
lrp,b4016,+-
lrp,b4045,+-
lrp,b4056,+-
lrp,b4122,+-
lrp,b4123,+-
lrp,b4129,+-
lrp,b4131,+
lrp,b4132,+
lrp,b4138,+-
lrp,b4139,+-
lrp,b4156,+-
lrp,b4187,-
lrp,b4208,+-
lrp,b4217,+-
lrp,b4313,+
lrp,b4314,+
lrp,b4315,+
lrp,b4316,+
lrp,b4317,+
lrp,b4318,+
lrp,b4319,+
lrp,b4320,+
lrp,b4325,+-
lrp,b4376,+-
lrp,b4388,+-
lrp,b4389,+-
lrp,b4471,+-
lsrR,b1511,-
lsrR,b1512,-
lsrR,b1513,-
lsrR,b1514,-
lsrR,b1515,-
lsrR,b1516,-
lsrR,b1517,-
lsrR,b1518,-
lsrR,b1519,-
lysR,b2838,+
lysR,b2839,-
malI,b1620,-
malI,b1621,-
malI,b1622,-
malT,b0403,+
malT,b3416,+
malT,b3417,+
malT,b3571,+
malT,b4032,+
malT,b4033,+
malT,b4034,+
malT,b4035,+
malT,b4036,+
malT,b4037,+
manganese,b1821,+
marA,b0447,+
marA,b0462,+
marA,b0463,+
marA,b0578,+
marA,b0762,+
marA,b0850,+
marA,b0851,+
marA,b0852,+
marA,b0853,+
marA,b0871,+
marA,b0950,+
marA,b0951,+
marA,b0952,+
marA,b1014,+
marA,b1276,+
marA,b1415,+
marA,b1452,+
marA,b1530,+
marA,b1531,+
marA,b1611,+
marA,b1852,+
marA,b2159,+
marA,b2237,+
marA,b2509,+
marA,b3035,+
marA,b3037,+
marA,b3038,+
marA,b3191,+
marA,b3192,+
marA,b3193,+
marA,b3194,+
marA,b3195,+
marA,b3506,-
marA,b3507,-
marA,b3508,-
marA,b3509,-
marA,b3510,-
marA,b3624,+
marA,b3625,+
marA,b3908,+
marA,b3924,+
marA,b4177,-
marA,b4396,-
marR,b1530,-
marR,b1531,-
matA,b0294,+
matA,b1891,-
matA,b1892,-
matA,b1920,-
matA,b1921,-
matA,b1922,-
matA,b1923,-
mazE,b2781,-
mazE,b2782,-
mazE,b2783,-
mazE;mazF,b2781,-
mazE;mazF,b2782,-
mazE;mazF,b2783,-
mcbR,b0806,-
mcbR,b1257,+
mcbR,b1258,+
mcbR,b1259,+
melR,b4118,+-
melR,b4119,+-
melR,b4120,+-
metJ,b0197,-
metJ,b0198,-
metJ,b0199,-
metJ,b0605,-
metJ,b0606,-
metJ,b2152,-
metJ,b2153,-
metJ,b2942,-
metJ,b3008,-
metJ,b3828,-
metJ,b3829,-
metJ,b3939,-
metJ,b3940,-
metJ,b3941,-
metJ,b4013,-
metR,b2551,+-
metR,b2552,+
metR,b3828,-
metR,b3829,+
metR,b4019,+
mhpR,b0347,+
mhpR,b0348,+
mhpR,b0349,+
mhpR,b0350,+
mhpR,b0351,+
mhpR,b0352,+
mlc,b1101,-
mlc,b1593,-
mlc,b1594,-
mlc,b1817,-
mlc,b1818,-
mlc,b1819,-
mlc,b2415,-
mlc,b2416,-
mlc,b2417,-
mlc,b3418,-
mlrA,b1037,+
mlrA,b1038,+
mlrA,b1039,+
mlrA,b1040,+
mlrA,b3183,+
mlrA,b3184,+
mlrA,b3185,+
mlrA,b3186,+
mlrA,b3190,+
mlrA,b4133,+
mngR,b0730,-
mngR,b0731,-
mngR,b0732,-
mntR,b0812,-
mntR,b1821,+
mntR,b2392,-
mntR,b4705,-
modE,b0763,-
modE,b0764,-
modE,b0765,-
modE,b0781,+
modE,b0782,+
modE,b0783,+
modE,b0784,+
modE,b0785,+
modE,b0894,-
modE,b0895,-
modE,b0896,-
modE,b1221,+
modE,b1222,+
modE,b1243,-
modE,b1244,-
modE,b1245,-
modE,b1246,-
modE,b1247,-
modE,b2194,+
modE,b2195,+
modE,b2196,+
modE,b2197,+
modE,b2199,+
modE,b2200,+
modE,b2201,+
modE,b2202,+
modE,b2203,+
modE,b2204,+
modE,b2205,+
modE,b2206,+
modE,b2207,+
modE,b2208,+
modE,b2717,+
modE,b2718,+
modE,b2719,+
modE,b2720,+
modE,b2721,+
modE,b2722,+
modE,b2723,+
modE,b2724,+
modE,b2725,+
modE,b4381,-
modE,b4382,-
modE,b4383,-
modE,b4384,-
molybdopterin,b0781,-
molybdopterin,b0782,-
molybdopterin,b0783,-
molybdopterin,b0784,-
molybdopterin,b0785,-
mprA,b0462,-
mprA,b0463,-
mprA,b2684,-
mprA,b2685,-
mprA,b2686,-
mqsA,b0880,-
mqsA,b1037,-
mqsA,b1038,-
mqsA,b1039,-
mqsA,b1040,-
mqsA,b2741,-
mqsA,b3021,-
mqsA,b3022,-
mraZ,b0081,-
mraZ,b0082,-
mraZ,b0083,-
mraZ,b0084,-
mraZ,b0085,-
mraZ,b0086,-
mraZ,b0087,-
mraZ,b0088,-
mraZ,b0089,-
mraZ,b0090,-
mraZ,b0091,-
mraZ,b0092,-
mraZ,b0093,-
mraZ,b0094,-
mraZ,b0095,-
mraZ,b0096,-
mraZ,b3742,-
murR,b2427,+-
murR,b2428,-
murR,b2429,-
nac,b0034,?
nac,b0071,?
nac,b0072,?
nac,b0073,?
nac,b0074,?
nac,b0154,?
nac,b0162,?
nac,b0164,?
nac,b0166,?
nac,b0167,?
nac,b0168,?
nac,b0169,?
nac,b0170,?
nac,b0209,?
nac,b0210,?
nac,b0220,?
nac,b0232,?
nac,b0233,?
nac,b0234,?
nac,b0336,+
nac,b0337,+
nac,b0338,?
nac,b0339,?
nac,b0340,?
nac,b0379,?
nac,b0380,?
nac,b0381,?
nac,b0413,?
nac,b0414,?
nac,b0415,?
nac,b0416,?
nac,b0417,?
nac,b0418,?
nac,b0473,?
nac,b0478,?
nac,b0506,?
nac,b0514,?
nac,b0524,?
nac,b0525,?
nac,b0526,?
nac,b0557,?
nac,b0565,?
nac,b0566,?
nac,b0581,?
nac,b0607,?
nac,b0608,?
nac,b0638,?
nac,b0639,?
nac,b0640,?
nac,b0641,?
nac,b0642,?
nac,b0656,?
nac,b0659,?
nac,b0660,?
nac,b0703,?
nac,b0704,?
nac,b0708,?
nac,b0720,?
nac,b0721,?
nac,b0722,?
nac,b0723,?
nac,b0724,?
nac,b0726,?
nac,b0727,?
nac,b0728,?
nac,b0729,?
nac,b0733,?
nac,b0734,?
nac,b0736,?
nac,b0737,?
nac,b0738,?
nac,b0739,?
nac,b0740,?
nac,b0741,?
nac,b0742,?
nac,b0770,?
nac,b0781,?
nac,b0782,?
nac,b0783,?
nac,b0784,?
nac,b0785,?
nac,b0807,?
nac,b0840,?
nac,b0866,?
nac,b0867,?
nac,b0884,?
nac,b0888,?
nac,b0889,?
nac,b0894,?
nac,b0895,?
nac,b0896,?
nac,b0929,?
nac,b0940,?
nac,b0941,?
nac,b0942,?
nac,b0943,?
nac,b0944,?
nac,b0948,?
nac,b0949,?
nac,b0957,?
nac,b0996,?
nac,b0997,?
nac,b0998,?
nac,b1003,?
nac,b1004,?
nac,b1006,?
nac,b1007,?
nac,b1008,?
nac,b1009,?
nac,b1010,?
nac,b1011,?
nac,b1012,?
nac,b1020,?
nac,b1021,?
nac,b1022,?
nac,b1023,?
nac,b1024,?
nac,b1025,?
nac,b1053,?
nac,b1096,?
nac,b1097,?
nac,b1098,?
nac,b1099,?
nac,b1100,?
nac,b1113,?
nac,b1116,?
nac,b1117,?
nac,b1118,?
nac,b1177,?
nac,b1185,?
nac,b1196,?
nac,b1223,?
nac,b1243,?
nac,b1244,?
nac,b1245,?
nac,b1246,?
nac,b1247,?
nac,b1283,?
nac,b1295,?
nac,b1335,?
nac,b1336,?
nac,b1337,?
nac,b1338,?
nac,b1339,?
nac,b1340,?
nac,b1372,?
nac,b1384,+
nac,b1423,?
nac,b1440,+
nac,b1441,+
nac,b1442,+
nac,b1443,+
nac,b1444,+
nac,b1449,?
nac,b1454,?
nac,b1483,?
nac,b1484,?
nac,b1485,?
nac,b1486,?
nac,b1487,?
nac,b1488,?
nac,b1501,?
nac,b1529,?
nac,b1530,?
nac,b1531,?
nac,b1537,?
nac,b1583,?
nac,b1584,?
nac,b1587,?
nac,b1588,?
nac,b1589,?
nac,b1590,?
nac,b1591,?
nac,b1602,?
nac,b1603,?
nac,b1621,?
nac,b1622,?
nac,b1634,?
nac,b1661,?
nac,b1692,?
nac,b1693,?
nac,b1694,?
nac,b1695,?
nac,b1707,?
nac,b1712,?
nac,b1713,?
nac,b1714,?
nac,b1716,?
nac,b1717,?
nac,b1718,?
nac,b1719,?
nac,b1723,?
nac,b1761,-
nac,b1823,?
nac,b1824,?
nac,b1828,?
nac,b1839,?
nac,b1840,?
nac,b1841,?
nac,b1858,?
nac,b1859,?
nac,b1867,?
nac,b1868,?
nac,b1895,?
nac,b1900,?
nac,b1901,?
nac,b1902,?
nac,b1916,?
nac,b1932,?
nac,b1981,?
nac,b1988,-
nac,b1991,?
nac,b1992,?
nac,b1993,?
nac,b2011,?
nac,b2028,?
nac,b2037,?
nac,b2038,?
nac,b2039,?
nac,b2046,?
nac,b2047,?
nac,b2048,?
nac,b2049,?
nac,b2050,?
nac,b2051,?
nac,b2052,?
nac,b2053,?
nac,b2054,?
nac,b2055,?
nac,b2056,?
nac,b2057,?
nac,b2060,?
nac,b2061,?
nac,b2062,?
nac,b2063,?
nac,b2085,?
nac,b2091,?
nac,b2093,?
nac,b2094,?
nac,b2095,?
nac,b2132,?
nac,b2133,?
nac,b2148,?
nac,b2149,?
nac,b2150,?
nac,b2156,?
nac,b2175,?
nac,b2181,?
nac,b2194,?
nac,b2195,?
nac,b2196,?
nac,b2197,?
nac,b2199,?
nac,b2200,?
nac,b2201,?
nac,b2202,?
nac,b2203,?
nac,b2204,?
nac,b2205,?
nac,b2206,?
nac,b2207,?
nac,b2208,?
nac,b2211,?
nac,b2239,?
nac,b2240,?
nac,b2295,?
nac,b2317,?
nac,b2318,?
nac,b2319,?
nac,b2320,?
nac,b2325,?
